com.inmobi.monetization,location,virtualinvoke $r5.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener,android.os.Looper)>("network", 0L, 0.0F, r0, $r6)
com.inmobi.monetization,location,$r4 = virtualinvoke $r3.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>("gps")
com.inmobi.monetization,location,r8 = virtualinvoke $r2.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>("gps")
com.inmobi.monetization,location,$d1 = virtualinvoke r13.<android.location.Location: double getLongitude()>()
com.inmobi.monetization,location,r20 = virtualinvoke $r5.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>($r23)
com.inmobi.monetization,location,$d1 = virtualinvoke r4.<android.location.Location: double getLongitude()>()
com.inmobi.monetization,location,$d1 = virtualinvoke r10.<android.location.Location: double getLongitude()>()
com.inmobi.monetization,location,$r29 = virtualinvoke $r9.<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>()
com.inmobi.monetization,location,$d0 = virtualinvoke r0.<android.location.Location: double getLatitude()>()
com.inmobi.monetization,location,$d0 = virtualinvoke r4.<android.location.Location: double getLatitude()>()
com.inmobi.monetization,location,$r6 = virtualinvoke $r5.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>("network")
com.inmobi.monetization,location,r22 = virtualinvoke $r7.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>(r23)
com.inmobi.monetization,location,$d0 = virtualinvoke r13.<android.location.Location: double getLatitude()>()
com.inmobi.monetization,location,$d1 = virtualinvoke r0.<android.location.Location: double getLongitude()>()
com.inmobi.monetization,adid,$r1 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0)
com.inmobi.monetization,ssid,r16 = virtualinvoke $r3.<android.net.wifi.WifiInfo: java.lang.String getSSID()>()
com.iqzone.thirdparty,adid,$r1 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>(r37)
com.iqzone.thirdparty,location,d0 = virtualinvoke r0.<android.location.Location: double getLongitude()>()
com.iqzone.thirdparty,location,d1 = virtualinvoke r0.<android.location.Location: double getLatitude()>()
com.leanplum,mac,r4 = virtualinvoke r3.<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>()
com.leanplum,mac,$r11 = virtualinvoke r3.<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>()
com.leanplum,location,$d0 = virtualinvoke $r5.<android.location.Location: double getLatitude()>()
com.leanplum,location,$d3 = virtualinvoke $r28.<android.location.Location: double getLongitude()>()
com.leanplum,location,$d1 = virtualinvoke $r9.<android.location.Location: double getLongitude()>()
com.leanplum,location,$d2 = virtualinvoke $r26.<android.location.Location: double getLatitude()>()
com.magnet.mmx.ext,location,$r2 = virtualinvoke r1.<java.util.Calendar: java.util.TimeZone getTimeZone()>()
com.mparticle,location,$d1 = virtualinvoke r2.<android.location.Location: double getLongitude()>()
com.mparticle,location,$d0 = virtualinvoke r2.<android.location.Location: double getLatitude()>()
com.noqoush.adfalcon.android,sensor,$r3 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1)
com.noqoush.adfalcon.android,location,$d1 = virtualinvoke r1.<android.location.Location: double getLongitude()>()
com.noqoush.adfalcon.android,location,virtualinvoke r3.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>("network", 900000L, 0.0F, $r5)
com.noqoush.adfalcon.android,location,$d0 = virtualinvoke r1.<android.location.Location: double getLatitude()>()
com.noqoush.adfalcon.android,deviceid,r39 = virtualinvoke r38.<android.telephony.TelephonyManager: java.lang.String getDeviceId()>()
com.noqoush.adfalcon.android,mac,r9 = virtualinvoke r44.<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>()
com.noqoush.adfalcon.android,adid,$r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>(r2)
com.nostra13.universalimageloader,contact,$r6 = virtualinvoke r0.<com.nostra13.universalimageloader.core.download.BaseImageDownloader: java.io.InputStream getContactPhotoStream(android.net.Uri)>(r4)
com.nuance,phonenumber,r2 = virtualinvoke $r1.<android.telephony.TelephonyManager: java.lang.String getLine1Number()>()
com.nuance,deviceid,r5 = virtualinvoke r4.<android.telephony.TelephonyManager: java.lang.String getDeviceId()>()
com.nuance,mac,r6 = virtualinvoke r5.<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>()
com.nuance,contact,$r3 = virtualinvoke $r2.<com.nuance.dragon.toolkit.cloudservices.recognizer.AsrSpec: java.lang.String getContactListId()>()
com.otaliastudios,camera,virtualinvoke $r8.<android.hardware.Camera: void setPreviewDisplay(android.view.SurfaceHolder)>(null)
com.otaliastudios,camera,virtualinvoke $r20.<android.hardware.Camera: void setPreviewDisplay(android.view.SurfaceHolder)>($r22)
com.otaliastudios,location,$d0 = virtualinvoke $r3.<android.location.Location: double getLatitude()>()
com.otaliastudios,location,$d4 = virtualinvoke $r43.<android.location.Location: double getLatitude()>()
com.otaliastudios,location,$d5 = virtualinvoke $r45.<android.location.Location: double getLongitude()>()
com.otaliastudios,location,$d1 = virtualinvoke $r4.<android.location.Location: double getLongitude()>()
com.paypal.sdk,location,$r16 = virtualinvoke $r15.<java.util.Calendar: java.util.TimeZone getTimeZone()>()
com.paypal.sdk,location,virtualinvoke $r21.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>("network", 3600000L, 10.0F, r1)
com.paypal.sdk,location,$r5 = virtualinvoke r0.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>($r4)
com.paypal.sdk,location,$r2 = virtualinvoke $r1.<java.util.Calendar: java.util.TimeZone getTimeZone()>()
com.paypal.sdk,location,$r140 = virtualinvoke r155.<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>()
com.paypal.sdk,location,$d0 = virtualinvoke r0.<android.location.Location: double getLatitude()>()
com.paypal.sdk,location,$r142 = virtualinvoke r155.<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>()
com.paypal.sdk,location,$d1 = virtualinvoke r0.<android.location.Location: double getLongitude()>()
com.paypal.sdk,deviceid,$r178 = virtualinvoke r155.<android.telephony.TelephonyManager: java.lang.String getDeviceId()>()
com.paypal.sdk,phonenumber,$r180 = virtualinvoke r155.<android.telephony.TelephonyManager: java.lang.String getLine1Number()>()
com.paypal.sdk,mac,$r185 = virtualinvoke r161.<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>()
com.paypal.sdk,sim,$r187 = virtualinvoke r155.<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>()
com.paypal.sdk,ssid,$r188 = virtualinvoke r161.<android.net.wifi.WifiInfo: java.lang.String getSSID()>()
com.paypal.sdk,imse,$r190 = virtualinvoke r155.<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>()
com.paypal.sdk,adid,r7 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1)
com.paypal.sdk,adid,$r5 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>(r9)
com.pollfish,adid,$r8 = virtualinvoke $r41.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>()
com.pubnub,email,r6 = virtualinvoke r2.<com.pubnub.api.models.consumer.objects_api.uuid.PNUUIDMetadata: java.lang.String getEmail()>()
com.pubnub,email,r5 = virtualinvoke r1.<com.pubnub.api.models.consumer.objects_api.uuid.PNUUIDMetadata: java.lang.String getEmail()>()
com.pubnub,email,$r9 = virtualinvoke r2.<com.pubnub.api.models.consumer.objects_api.uuid.PNUUIDMetadata: java.lang.String getEmail()>()
com.pubnub,email,$r2 = virtualinvoke r0.<com.pubnub.api.models.consumer.objects_api.uuid.PNUUIDMetadata: java.lang.String getEmail()>()
com.pubnub,email,$r6 = virtualinvoke r2.<com.pubnub.api.models.server.objects_api.SetUUIDMetadataPayload: java.lang.String getEmail()>()
com.rmt.android,camera,virtualinvoke $r2.<android.hardware.Camera: void setPreviewDisplay(android.view.SurfaceHolder)>(r1)
com.rmt.android,camera,virtualinvoke $r3.<android.hardware.Camera: void setPreviewDisplay(android.view.SurfaceHolder)>(null)
com.rudderstack.android.integration,email,r154 = staticinvoke <com.rudderstack.android.sdk.core.RudderTraits: java.lang.String getEmail(java.util.Map)>(r151)
com.socialize,location,virtualinvoke r7.<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)>($r4, 0L, 0.0F, r5)
com.socialize,location,$d1 = virtualinvoke r1.<android.location.Location: double getLatitude()>()
com.socialize,location,$d0 = virtualinvoke r1.<android.location.Location: double getLongitude()>()
com.unity3d.ads,sensor,$r4 = virtualinvoke r3.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1)
com.vdopia.ads.lw,location,$d0 = virtualinvoke $r97.<android.location.Location: double getLatitude()>()
com.vdopia.ads.lw,location,$d1 = virtualinvoke $r100.<android.location.Location: double getLongitude()>()
com.vdopia.ads.lw,account,r2 = virtualinvoke $r1.<android.accounts.AccountManager: android.accounts.Account[] getAccounts()>()
com.vdopia.ads.lw,phonenumber,r2 = virtualinvoke r8.<android.telephony.TelephonyManager: java.lang.String getLine1Number()>()
com.vdopia.ads.lw,phonenumber,$r3 = virtualinvoke $r2.<android.telephony.TelephonyManager: java.lang.String getLine1Number()>()
com.vdopia.ads.lw,phonenumber,$r2 = virtualinvoke r1.<android.telephony.TelephonyManager: java.lang.String getLine1Number()>()
com.vdopia.ads.lw,adid,$r5 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r4)
io.display,location,r19 = virtualinvoke r5.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>(r12)
io.display,location,$d0 = virtualinvoke r19.<android.location.Location: double getLatitude()>()
io.display,location,$d1 = virtualinvoke r19.<android.location.Location: double getLongitude()>()
io.display,adid,r10 = staticinvoke <io.display.sdk.device.AdvertisingIdClient: io.display.sdk.device.AdvertisingIdClient$AdInfo getAdvertisingIdInfo(android.content.Context)>($r3)
io.intercom.android,email,$r7 = virtualinvoke r5.<io.intercom.android.sdk.identity.Registration: java.lang.String getEmail()>()
io.intercom.android,email,$r10 = virtualinvoke r5.<io.intercom.android.sdk.identity.Registration: java.lang.String getEmail()>()
io.intercom.android,email,$r2 = virtualinvoke r0.<io.intercom.android.sdk.models.Participant: java.lang.String getEmail()>()
io.intercom.android,email,$r4 = virtualinvoke r0.<io.intercom.android.sdk.models.User: java.lang.String getEmail()>()
io.intercom.android,email,$r5 = virtualinvoke r1.<io.intercom.android.sdk.models.Participant: java.lang.String getEmail()>()
io.intercom.android,email,$r10 = virtualinvoke r2.<io.intercom.android.sdk.models.Participant: java.lang.String getEmail()>()
io.intercom.android,email,r2 = virtualinvoke r0.<io.intercom.android.sdk.identity.Registration: java.lang.String getEmail()>()
io.sentry,email,$r4 = virtualinvoke r1.<io.sentry.event.interfaces.UserInterface: java.lang.String getEmail()>()
io.sentry,email,$r5 = virtualinvoke r1.<io.sentry.event.User: java.lang.String getEmail()>()
org.apache.commons,location,$r6 = virtualinvoke r1.<java.util.Calendar: java.util.TimeZone getTimeZone()>()
org.apache.commons,location,r1 = virtualinvoke r0.<java.util.Calendar: java.util.TimeZone getTimeZone()>()
org.codehaus.groovy,location,$r2 = virtualinvoke r0.<java.util.Calendar: java.util.TimeZone getTimeZone()>()
org.codehaus.groovy,location,$r4 = virtualinvoke r3.<java.util.Calendar: java.util.TimeZone getTimeZone()>()
org,email,$r2 = virtualinvoke r1.<org.jaudiotagger.tag.id3.framebody.FrameBodyPOPM: java.lang.String getEmailToUser()>()
org,email,$r43 = virtualinvoke $r42.<org.jaudiotagger.tag.id3.framebody.FrameBodyPOPM: java.lang.String getEmailToUser()>()
org,email,$r46 = virtualinvoke $r45.<org.jaudiotagger.tag.id3.framebody.FrameBodyPOPM: java.lang.String getEmailToUser()>()
