tpl_name,raw_num_node,raw_num_class,raw_num_edge,num_node,num_class,num_edge
com.google.guava,5515,671,13,5552,671,16302
com.google.guava,5691,694,13,5730,694,17184
com.google.guava,5691,694,13,5730,694,17184
com.google.guava,5691,694,13,5730,694,17185
com.google.guava,6207,809,13,6294,809,19647
com.google.guava,6207,809,13,6294,809,19648
com.google.guava,6441,851,13,6531,851,21487
com.google.guava,6441,851,13,6531,851,21488
com.google.guava,6441,851,13,6531,851,21487
com.google.guava,7023,939,13,7136,939,25079
com.google.guava,7023,939,13,7136,939,25079
com.google.guava,7339,990,13,7461,990,28853
com.google.guava,7334,989,13,7457,989,28710
com.google.guava,7334,989,13,7457,989,28710
com.google.guava,7343,990,13,7467,990,28914
com.google.guava,7352,995,13,7485,995,29322
com.google.guava,7463,999,13,7594,999,30304
com.google.guava,7533,1011,13,7665,1011,30938
com.google.guava,8138,1145,13,8286,1145,33390
com.google.guava,7626,1014,13,7757,1014,31229
com.google.guava,8162,1149,13,8310,1149,33450
com.google.guava,7626,1014,13,7757,1014,31229
com.google.guava,8162,1149,13,8310,1149,33450
com.google.guava,7634,1019,13,7767,1019,31250
com.google.guava,8175,1158,13,8329,1158,33475
com.google.guava,7643,1020,13,7776,1020,31587
com.google.guava,8184,1159,13,8338,1159,33808
com.google.guava,7643,1020,13,7776,1020,31588
com.google.guava,8184,1159,13,8338,1159,33809
com.google.guava,7643,1020,13,7776,1020,31588
com.google.guava,8184,1159,13,8338,1159,33809
com.google.guava,7642,1021,13,7775,1021,31583
com.google.guava,8183,1160,13,8337,1160,33803
com.google.guava,7642,1021,13,7775,1021,31603
com.google.guava,8183,1160,13,8337,1160,33825
com.google.guava,7642,1021,13,7775,1021,31604
com.google.guava,8183,1160,13,8337,1160,33824
com.google.guava,7644,1022,13,7778,1022,31619
com.google.guava,8185,1161,13,8340,1161,33841
com.google.guava,7644,1022,13,7778,1022,31623
com.google.guava,8185,1161,13,8340,1161,33845
com.google.guava,7644,1022,13,7778,1022,31624
com.google.guava,8185,1161,13,8340,1161,33845
com.google.guava,7644,1022,13,7778,1022,31623
com.google.guava,8185,1162,13,8340,1162,33845
com.google.guava,7644,1022,13,7778,1022,31622
com.google.guava,8187,1161,13,8342,1161,33847
com.google.guava,7648,1022,13,7782,1022,31736
com.google.guava,8191,1161,13,8346,1161,33960
com.google.guava,7648,1022,13,7782,1022,31737
com.google.guava,8191,1161,13,8346,1161,33961
com.google.guava,7648,1022,13,7782,1022,31737
com.google.guava,8191,1161,13,8346,1161,33961
com.google.guava,7648,1022,13,7782,1022,31737
com.google.guava,8191,1161,13,8346,1161,33961
com.google.guava,7648,1018,13,7782,1018,31726
com.google.guava,8193,1158,13,8348,1158,33955
com.google.guava,7648,1018,13,7782,1018,31726
com.google.guava,8258,1180,13,8413,1180,34066
com.google.guava,7649,1019,13,7783,1019,31756
com.google.guava,8259,1181,13,8414,1181,34095
com.google.guava,7649,1019,13,7783,1019,31745
com.google.guava,8259,1181,13,8414,1181,34084
com.google.guava,7671,1019,13,7805,1019,32251
com.google.guava,8284,1181,13,8439,1181,34611
com.google.guava,7671,1019,13,7805,1019,32251
com.google.guava,8284,1181,13,8439,1181,34611
com.google.guava,7671,1019,13,7805,1019,32251
com.google.guava,8284,1181,13,8439,1181,34611
com.google.guava,7677,1019,13,7811,1019,32378
com.google.guava,8293,1183,13,8448,1183,34711
com.google.guava,7677,1019,13,7811,1019,32378
com.google.guava,8293,1183,13,8448,1183,34711
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1964,174,13,1964,174,713
com.google.guava,1992,180,13,1992,180,713
com.google.guava,1964,174,13,1964,174,713
com.inmobi.monetization,16204,1832,13,16227,1832,44657
com.inmobi.monetization,15944,1780,13,15972,1780,38503
com.inneractive.jenkins.plugins,1964,174,13,1964,174,713
com.inneractive.jenkins.plugins,1964,174,13,1964,174,713
com.inneractive.jenkins.plugins,2461,275,13,2487,275,1011
com.inneractive.jenkins.plugins,1964,174,13,1964,174,713
com.inneractive.jenkins.plugins,2471,277,13,2497,277,1023
com.iqzone.thirdparty,12565,1209,13,12568,1209,18197
com.iqzone.thirdparty,16110,1696,13,16140,1696,35483
com.iqzone.thirdparty,16110,1696,13,16140,1696,35483
com.iqzone.thirdparty,11912,1128,13,11923,1128,15227
com.iqzone.thirdparty,17230,1784,13,17236,1784,42060
com.mopub,1965,175,13,1965,175,714
com.mparticle,4894,391,13,4897,391,2841
com.netflix.turbine,2148,229,13,2165,229,861
com.netflix.turbine,2148,229,13,2165,229,861
